item_1,item_2
narq_4,spms_partner_3R
narq_4,satisfaction_sexual_intercourse
narq_4,satisfaction_single_life
narq_4,investment_potential_partner
narq_4,quantity_potential_partner
narq_4,relationship_importance
narq_4,relationship_importance_partner
narq_4,partner_attractiveness_longterm
narq_4,partner_attractiveness_shortterm
narq_4,partner_attractiveness_face
narq_4,partner_attractiveness_body
narq_4,attractiveness_warmth
narq_4,partner_attractiveness_trust
narq_4,partner_sexiness
narq_4,partner_strength
narq_4,partner_feel_safe
narq_4,spms_self_1
narq_4,spms_self_2
narq_4,spms_self_3R
narq_4,soi_r_desire_9
narq_4,soi_r_desire_7
narq_4,soi_r_desire_8
narq_4,relationship_problems
narq_4,relationship_satisfaction_overall
narq_4,relationship_conflict
narq_4,relationship_satisfaction_2
narq_4,relationship_satisfaction_3
narq_4,alternatives_1
narq_4,alternatives_2
narq_4,alternatives_3
narq_4,alternatives_4
narq_4,alternatives_5
narq_4,alternatives_6
narq_4,investment_1
narq_4,investment_2
narq_4,investment_3
narq_4,commitment_1
narq_4,commitment_2
narq_4,commitment_3
narq_4,communal_strength_1
narq_4,communal_strength_2R
narq_4,communal_strength_3
narq_4,communal_strength_4
narq_4,sexual_communal_strength_1
narq_4,sexual_communal_strength_2
narq_4,sexual_communal_strength_3
narq_4,ecr_avo_1R
narq_4,ecr_anx_1
narq_4,ecr_avo_2
narq_4,ecr_anx_2
narq_4,ecr_anx_3
narq_4,ecr_avo_3R
narq_4,ecr_avo_4
narq_4,ecr_anx_4R
narq_4,ecr_avo_5R
narq_4,ecr_anx_5
narq_4,ecr_avo_6
narq_4,ecr_anx_6
asendorpf_shyness_1,bfi_open_1
asendorpf_shyness_1,narq_5
asendorpf_shyness_1,narq_3
asendorpf_shyness_1,bfi_agree_2
asendorpf_shyness_1,pvd_infectability_1
asendorpf_shyness_1,bfi_consc_2r
asendorpf_shyness_1,soi_r_attitude_6r
asendorpf_shyness_1,asendorpf_shyness_4r
asendorpf_shyness_1,bfi_neuro_2r
asendorpf_shyness_1,bfi_open_2
asendorpf_shyness_1,bfi_extra_1
asendorpf_shyness_1,bfi_extra_3
asendorpf_shyness_1,bfi_agree_3r
asendorpf_shyness_1,soi_r_attitude_4
asendorpf_shyness_1,narq_15
asendorpf_shyness_1,bfi_consc_3
asendorpf_shyness_1,soi_r_attitude_5
asendorpf_shyness_1,narq_2
asendorpf_shyness_1,asendorpf_shyness_2
asendorpf_shyness_1,bfi_agree_1r
asendorpf_shyness_1,bfi_consc_1
asendorpf_shyness_1,narq_11
asendorpf_shyness_1,bfi_neuro_1
asendorpf_shyness_1,bfi_extra_2r
asendorpf_shyness_1,bfi_neuro_3
asendorpf_shyness_1,narq_18
asendorpf_shyness_1,bfi_open_3
asendorpf_shyness_1,asendorpf_shyness_5
asendorpf_shyness_1,bfi_extra_4
asendorpf_shyness_1,narq_16
asendorpf_shyness_1,bfi_agree_4
asendorpf_shyness_1,bfi_consc_9r
asendorpf_shyness_1,bfi_neuro_4
asendorpf_shyness_1,bfi_open_4
asendorpf_shyness_1,bfi_extra_5r
asendorpf_shyness_1,bfi_agree_5
asendorpf_shyness_1,narq_1
asendorpf_shyness_1,bfi_consc_4r
asendorpf_shyness_1,bfi_neuro_5r
asendorpf_shyness_1,bfi_open_5
asendorpf_shyness_1,bfi_extra_6
asendorpf_shyness_1,narq_14
asendorpf_shyness_1,bfi_agree_6r
asendorpf_shyness_1,bfi_consc_5
asendorpf_shyness_1,asendorpf_shyness_3r
asendorpf_shyness_1,pvd_germ_aversion_2
asendorpf_shyness_1,pvd_germ_aversion_3R
asendorpf_shyness_1,bfi_neuro_8
asendorpf_shyness_1,pvd_infectability_3R
asendorpf_shyness_1,pvd_germ_aversion_1
asendorpf_shyness_1,feel_safe_walking_dark
asendorpf_shyness_1,feel_safe_violent_crime
asendorpf_shyness_1,feel_safe_sexual_assault
asendorpf_shyness_1,feel_safe_theft
asendorpf_shyness_1,bfi_open_6
asendorpf_shyness_1,narq_17
asendorpf_shyness_1,bfi_extra_7r
asendorpf_shyness_1,bfi_agree_7
asendorpf_shyness_1,narq_4
asendorpf_shyness_1,bfi_consc_6
asendorpf_shyness_1,bfi_neuro_6r
asendorpf_shyness_1,bfi_open_7r
asendorpf_shyness_1,narq_13
asendorpf_shyness_1,bfi_extra_8
asendorpf_shyness_1,bfi_agree_8r
asendorpf_shyness_1,narq_6
asendorpf_shyness_1,bfi_consc_7
asendorpf_shyness_1,bfi_neuro_7
asendorpf_shyness_1,narq_7
asendorpf_shyness_1,bfi_open_8
asendorpf_shyness_1,narq_12
asendorpf_shyness_1,bfi_open_9r
asendorpf_shyness_1,bfi_agree_9
asendorpf_shyness_1,narq_8
asendorpf_shyness_1,bfi_consc_8r
asendorpf_shyness_1,narq_9
asendorpf_shyness_1,narq_10
asendorpf_shyness_1,bfi_open_10
asendorpf_shyness_1,pvd_infectability_2
asendorpf_shyness_1,pvd_germ_aversion_4R
asendorpf_shyness_1,spms_partner_1
asendorpf_shyness_1,spms_partner_2
asendorpf_shyness_1,spms_partner_3R
asendorpf_shyness_1,satisfaction_sexual_intercourse
asendorpf_shyness_1,satisfaction_single_life
asendorpf_shyness_1,investment_potential_partner
asendorpf_shyness_1,quantity_potential_partner
asendorpf_shyness_1,relationship_importance
asendorpf_shyness_1,relationship_importance_partner
asendorpf_shyness_1,partner_attractiveness_longterm
asendorpf_shyness_1,partner_attractiveness_shortterm
asendorpf_shyness_1,partner_attractiveness_face
asendorpf_shyness_1,partner_attractiveness_body
asendorpf_shyness_1,attractiveness_warmth
asendorpf_shyness_1,partner_attractiveness_trust
asendorpf_shyness_1,partner_sexiness
asendorpf_shyness_1,partner_strength
asendorpf_shyness_1,partner_feel_safe
asendorpf_shyness_1,spms_self_1
asendorpf_shyness_1,spms_self_2
asendorpf_shyness_1,spms_self_3R
asendorpf_shyness_1,soi_r_desire_9
asendorpf_shyness_1,soi_r_desire_7
asendorpf_shyness_1,soi_r_desire_8
asendorpf_shyness_1,relationship_problems
asendorpf_shyness_1,relationship_satisfaction_overall
asendorpf_shyness_1,relationship_conflict
asendorpf_shyness_1,relationship_satisfaction_2
asendorpf_shyness_1,relationship_satisfaction_3
asendorpf_shyness_1,alternatives_1
asendorpf_shyness_1,alternatives_2
asendorpf_shyness_1,alternatives_3
asendorpf_shyness_1,alternatives_4
asendorpf_shyness_1,alternatives_5
asendorpf_shyness_1,alternatives_6
asendorpf_shyness_1,investment_1
asendorpf_shyness_1,investment_2
asendorpf_shyness_1,investment_3
asendorpf_shyness_1,commitment_1
asendorpf_shyness_1,commitment_2
asendorpf_shyness_1,commitment_3
asendorpf_shyness_1,communal_strength_1
asendorpf_shyness_1,communal_strength_2R
asendorpf_shyness_1,communal_strength_3
asendorpf_shyness_1,communal_strength_4
asendorpf_shyness_1,sexual_communal_strength_1
asendorpf_shyness_1,sexual_communal_strength_2
asendorpf_shyness_1,sexual_communal_strength_3
asendorpf_shyness_1,ecr_avo_1R
asendorpf_shyness_1,ecr_anx_1
asendorpf_shyness_1,ecr_avo_2
asendorpf_shyness_1,ecr_anx_2
asendorpf_shyness_1,ecr_anx_3
asendorpf_shyness_1,ecr_avo_3R
asendorpf_shyness_1,ecr_avo_4
asendorpf_shyness_1,ecr_anx_4R
asendorpf_shyness_1,ecr_avo_5R
asendorpf_shyness_1,ecr_anx_5
asendorpf_shyness_1,ecr_avo_6
asendorpf_shyness_1,ecr_anx_6
bfi_consc_6,bfi_open_1
bfi_consc_6,narq_5
bfi_consc_6,narq_3
bfi_consc_6,bfi_agree_2
bfi_consc_6,pvd_infectability_1
bfi_consc_6,bfi_consc_2r
bfi_consc_6,soi_r_attitude_6r
bfi_consc_6,asendorpf_shyness_4r
bfi_consc_6,bfi_neuro_2r
bfi_consc_6,bfi_open_2
bfi_consc_6,bfi_extra_1
bfi_consc_6,bfi_extra_3
bfi_consc_6,bfi_agree_3r
bfi_consc_6,soi_r_attitude_4
bfi_consc_6,narq_15
bfi_consc_6,bfi_consc_3
bfi_consc_6,soi_r_attitude_5
bfi_consc_6,narq_2
bfi_consc_6,asendorpf_shyness_2
bfi_consc_6,bfi_agree_1r
bfi_consc_6,bfi_consc_1
bfi_consc_6,narq_11
bfi_consc_6,bfi_neuro_1
bfi_consc_6,bfi_extra_2r
bfi_consc_6,bfi_neuro_3
bfi_consc_6,narq_18
bfi_consc_6,bfi_open_3
bfi_consc_6,asendorpf_shyness_5
bfi_consc_6,bfi_extra_4
bfi_consc_6,narq_16
bfi_consc_6,bfi_agree_4
bfi_consc_6,bfi_consc_9r
bfi_consc_6,bfi_neuro_4
bfi_consc_6,bfi_open_4
bfi_consc_6,bfi_extra_5r
bfi_consc_6,bfi_agree_5
bfi_consc_6,narq_1
bfi_consc_6,bfi_consc_4r
bfi_consc_6,bfi_neuro_5r
bfi_consc_6,bfi_open_5
bfi_consc_6,bfi_extra_6
bfi_consc_6,narq_14
bfi_consc_6,bfi_agree_6r
bfi_consc_6,bfi_consc_5
bfi_consc_6,asendorpf_shyness_3r
bfi_consc_6,pvd_germ_aversion_2
bfi_consc_6,pvd_germ_aversion_3R
bfi_consc_6,bfi_neuro_8
bfi_consc_6,pvd_infectability_3R
bfi_consc_6,pvd_germ_aversion_1
bfi_consc_6,feel_safe_walking_dark
bfi_consc_6,feel_safe_violent_crime
bfi_consc_6,feel_safe_sexual_assault
bfi_consc_6,feel_safe_theft
bfi_consc_6,bfi_open_6
bfi_consc_6,narq_17
bfi_consc_6,bfi_extra_7r
bfi_consc_6,bfi_agree_7
bfi_consc_6,narq_4
bfi_consc_6,asendorpf_shyness_1
bfi_consc_6,bfi_consc_6
bfi_consc_6,bfi_neuro_6r
bfi_consc_6,bfi_open_7r
bfi_consc_6,narq_13
bfi_consc_6,bfi_extra_8
bfi_consc_6,bfi_agree_8r
bfi_consc_6,narq_6
bfi_consc_6,bfi_consc_7
bfi_consc_6,bfi_neuro_7
bfi_consc_6,narq_7
bfi_consc_6,bfi_open_8
bfi_consc_6,narq_12
bfi_consc_6,bfi_open_9r
bfi_consc_6,bfi_agree_9
bfi_consc_6,narq_8
bfi_consc_6,bfi_consc_8r
bfi_consc_6,narq_9
bfi_consc_6,narq_10
bfi_consc_6,bfi_open_10
bfi_consc_6,pvd_infectability_2
bfi_consc_6,pvd_germ_aversion_4R
bfi_consc_6,spms_partner_1
bfi_consc_6,spms_partner_2
bfi_consc_6,spms_partner_3R
bfi_consc_6,satisfaction_sexual_intercourse
bfi_consc_6,satisfaction_single_life
bfi_consc_6,investment_potential_partner
bfi_consc_6,quantity_potential_partner
bfi_consc_6,relationship_importance
bfi_consc_6,relationship_importance_partner
bfi_consc_6,partner_attractiveness_longterm
bfi_consc_6,partner_attractiveness_shortterm
bfi_consc_6,partner_attractiveness_face
bfi_consc_6,partner_attractiveness_body
bfi_consc_6,attractiveness_warmth
bfi_consc_6,partner_attractiveness_trust
bfi_consc_6,partner_sexiness
bfi_consc_6,partner_strength
bfi_consc_6,partner_feel_safe
bfi_consc_6,spms_self_1
bfi_consc_6,spms_self_2
bfi_consc_6,spms_self_3R
bfi_consc_6,soi_r_desire_9
bfi_consc_6,soi_r_desire_7
bfi_consc_6,soi_r_desire_8
bfi_consc_6,relationship_problems
bfi_consc_6,relationship_satisfaction_overall
bfi_consc_6,relationship_conflict
bfi_consc_6,relationship_satisfaction_2
bfi_consc_6,relationship_satisfaction_3
bfi_consc_6,alternatives_1
bfi_consc_6,alternatives_2
bfi_consc_6,alternatives_3
bfi_consc_6,alternatives_4
bfi_consc_6,alternatives_5
bfi_consc_6,alternatives_6
bfi_consc_6,investment_1
bfi_consc_6,investment_2
bfi_consc_6,investment_3
bfi_consc_6,commitment_1
bfi_consc_6,commitment_2
bfi_consc_6,commitment_3
bfi_consc_6,communal_strength_1
bfi_consc_6,communal_strength_2R
bfi_consc_6,communal_strength_3
bfi_consc_6,communal_strength_4
bfi_consc_6,sexual_communal_strength_1
bfi_consc_6,sexual_communal_strength_2
bfi_consc_6,sexual_communal_strength_3
bfi_consc_6,ecr_avo_1R
bfi_consc_6,ecr_anx_1
bfi_consc_6,ecr_avo_2
bfi_consc_6,ecr_anx_2
bfi_consc_6,ecr_anx_3
bfi_consc_6,ecr_avo_3R
bfi_consc_6,ecr_avo_4
bfi_consc_6,ecr_anx_4R
bfi_consc_6,ecr_avo_5R
bfi_consc_6,ecr_anx_5
bfi_consc_6,ecr_avo_6
bfi_consc_6,ecr_anx_6
bfi_neuro_6r,bfi_open_1
bfi_neuro_6r,narq_5
bfi_neuro_6r,narq_3
bfi_neuro_6r,bfi_agree_2
bfi_neuro_6r,pvd_infectability_1
bfi_neuro_6r,bfi_consc_2r
bfi_neuro_6r,soi_r_attitude_6r
bfi_neuro_6r,asendorpf_shyness_4r
bfi_neuro_6r,bfi_neuro_2r
bfi_neuro_6r,bfi_open_2
bfi_neuro_6r,bfi_extra_1
bfi_neuro_6r,bfi_extra_3
bfi_neuro_6r,bfi_agree_3r
bfi_neuro_6r,soi_r_attitude_4
bfi_neuro_6r,narq_15
bfi_neuro_6r,bfi_consc_3
bfi_neuro_6r,soi_r_attitude_5
bfi_neuro_6r,narq_2
bfi_neuro_6r,asendorpf_shyness_2
bfi_neuro_6r,bfi_agree_1r
bfi_neuro_6r,bfi_consc_1
bfi_neuro_6r,narq_11
bfi_neuro_6r,bfi_neuro_1
bfi_neuro_6r,bfi_extra_2r
bfi_neuro_6r,bfi_neuro_3
bfi_neuro_6r,narq_18
bfi_neuro_6r,bfi_open_3
bfi_neuro_6r,asendorpf_shyness_5
bfi_neuro_6r,bfi_extra_4
bfi_neuro_6r,narq_16
bfi_neuro_6r,bfi_agree_4
bfi_neuro_6r,bfi_consc_9r
bfi_neuro_6r,bfi_neuro_4
bfi_neuro_6r,bfi_open_4
bfi_neuro_6r,bfi_extra_5r
bfi_neuro_6r,bfi_agree_5
bfi_neuro_6r,narq_1
bfi_neuro_6r,bfi_consc_4r
bfi_neuro_6r,bfi_neuro_5r
bfi_neuro_6r,bfi_open_5
bfi_neuro_6r,bfi_extra_6
bfi_neuro_6r,narq_14
bfi_neuro_6r,bfi_agree_6r
bfi_neuro_6r,bfi_consc_5
bfi_neuro_6r,asendorpf_shyness_3r
bfi_neuro_6r,pvd_germ_aversion_2
bfi_neuro_6r,pvd_germ_aversion_3R
bfi_neuro_6r,bfi_neuro_8
bfi_neuro_6r,pvd_infectability_3R
bfi_neuro_6r,pvd_germ_aversion_1
bfi_neuro_6r,feel_safe_walking_dark
bfi_neuro_6r,feel_safe_violent_crime
bfi_neuro_6r,feel_safe_sexual_assault
bfi_neuro_6r,feel_safe_theft
bfi_neuro_6r,bfi_open_6
bfi_neuro_6r,narq_17
bfi_neuro_6r,bfi_extra_7r
bfi_neuro_6r,bfi_agree_7
bfi_neuro_6r,narq_4
bfi_neuro_6r,asendorpf_shyness_1
bfi_neuro_6r,bfi_consc_6
bfi_neuro_6r,bfi_open_7r
bfi_neuro_6r,narq_13
bfi_neuro_6r,bfi_extra_8
bfi_neuro_6r,bfi_agree_8r
bfi_neuro_6r,narq_6
bfi_neuro_6r,bfi_consc_7
bfi_neuro_6r,bfi_neuro_7
bfi_neuro_6r,narq_7
bfi_neuro_6r,bfi_open_8
bfi_neuro_6r,narq_12
bfi_neuro_6r,bfi_open_9r
bfi_neuro_6r,bfi_agree_9
bfi_neuro_6r,narq_8
bfi_neuro_6r,bfi_consc_8r
bfi_neuro_6r,narq_9
bfi_neuro_6r,narq_10
bfi_neuro_6r,bfi_open_10
bfi_neuro_6r,pvd_infectability_2
bfi_neuro_6r,pvd_germ_aversion_4R
bfi_neuro_6r,spms_partner_1
bfi_neuro_6r,spms_partner_2
bfi_neuro_6r,spms_partner_3R
bfi_neuro_6r,satisfaction_sexual_intercourse
bfi_neuro_6r,satisfaction_single_life
bfi_neuro_6r,investment_potential_partner
bfi_neuro_6r,quantity_potential_partner
bfi_neuro_6r,relationship_importance
bfi_neuro_6r,relationship_importance_partner
bfi_neuro_6r,partner_attractiveness_longterm
bfi_neuro_6r,partner_attractiveness_shortterm
bfi_neuro_6r,partner_attractiveness_face
bfi_neuro_6r,partner_attractiveness_body
bfi_neuro_6r,attractiveness_warmth
bfi_neuro_6r,partner_attractiveness_trust
bfi_neuro_6r,partner_sexiness
bfi_neuro_6r,partner_strength
bfi_neuro_6r,partner_feel_safe
bfi_neuro_6r,spms_self_1
bfi_neuro_6r,spms_self_2
bfi_neuro_6r,spms_self_3R
bfi_neuro_6r,soi_r_desire_9
bfi_neuro_6r,soi_r_desire_7
bfi_neuro_6r,soi_r_desire_8
bfi_neuro_6r,relationship_problems
bfi_neuro_6r,relationship_satisfaction_overall
bfi_neuro_6r,relationship_conflict
bfi_neuro_6r,relationship_satisfaction_2
bfi_neuro_6r,relationship_satisfaction_3
bfi_neuro_6r,alternatives_1
bfi_neuro_6r,alternatives_2
bfi_neuro_6r,alternatives_3
bfi_neuro_6r,alternatives_4
bfi_neuro_6r,alternatives_5
bfi_neuro_6r,alternatives_6
bfi_neuro_6r,investment_1
bfi_neuro_6r,investment_2
bfi_neuro_6r,investment_3
bfi_neuro_6r,commitment_1
bfi_neuro_6r,commitment_2
bfi_neuro_6r,commitment_3
bfi_neuro_6r,communal_strength_1
bfi_neuro_6r,communal_strength_2R
bfi_neuro_6r,communal_strength_3
bfi_neuro_6r,communal_strength_4
bfi_neuro_6r,sexual_communal_strength_1
bfi_neuro_6r,sexual_communal_strength_2
bfi_neuro_6r,sexual_communal_strength_3
bfi_neuro_6r,ecr_avo_1R
bfi_neuro_6r,ecr_anx_1
bfi_neuro_6r,ecr_avo_2
bfi_neuro_6r,ecr_anx_2
bfi_neuro_6r,ecr_anx_3
bfi_neuro_6r,ecr_avo_3R
bfi_neuro_6r,ecr_avo_4
bfi_neuro_6r,ecr_anx_4R
bfi_neuro_6r,ecr_avo_5R
bfi_neuro_6r,ecr_anx_5
bfi_neuro_6r,ecr_avo_6
bfi_neuro_6r,ecr_anx_6
bfi_open_7r,bfi_open_1
bfi_open_7r,narq_5
bfi_open_7r,narq_3
bfi_open_7r,bfi_agree_2
bfi_open_7r,pvd_infectability_1
bfi_open_7r,bfi_consc_2r
bfi_open_7r,soi_r_attitude_6r
bfi_open_7r,asendorpf_shyness_4r
bfi_open_7r,bfi_neuro_2r
bfi_open_7r,bfi_open_2
bfi_open_7r,bfi_extra_1
bfi_open_7r,bfi_extra_3
bfi_open_7r,bfi_agree_3r
bfi_open_7r,soi_r_attitude_4
bfi_open_7r,narq_15
bfi_open_7r,bfi_consc_3
bfi_open_7r,soi_r_attitude_5
bfi_open_7r,narq_2
bfi_open_7r,asendorpf_shyness_2
bfi_open_7r,bfi_agree_1r
bfi_open_7r,bfi_consc_1
bfi_open_7r,narq_11
bfi_open_7r,bfi_neuro_1
bfi_open_7r,bfi_extra_2r
bfi_open_7r,bfi_neuro_3
bfi_open_7r,narq_18
bfi_open_7r,bfi_open_3
bfi_open_7r,asendorpf_shyness_5
bfi_open_7r,bfi_extra_4
bfi_open_7r,narq_16
bfi_open_7r,bfi_agree_4
bfi_open_7r,bfi_consc_9r
bfi_open_7r,bfi_neuro_4
bfi_open_7r,bfi_open_4
bfi_open_7r,bfi_extra_5r
bfi_open_7r,bfi_agree_5
bfi_open_7r,narq_1
bfi_open_7r,bfi_consc_4r
bfi_open_7r,bfi_neuro_5r
bfi_open_7r,bfi_open_5
bfi_open_7r,bfi_extra_6
bfi_open_7r,narq_14
bfi_open_7r,bfi_agree_6r
bfi_open_7r,bfi_consc_5
bfi_open_7r,asendorpf_shyness_3r
bfi_open_7r,pvd_germ_aversion_2
bfi_open_7r,pvd_germ_aversion_3R
bfi_open_7r,bfi_neuro_8
bfi_open_7r,pvd_infectability_3R
bfi_open_7r,pvd_germ_aversion_1
bfi_open_7r,feel_safe_walking_dark
bfi_open_7r,feel_safe_violent_crime
bfi_open_7r,feel_safe_sexual_assault
bfi_open_7r,feel_safe_theft
bfi_open_7r,bfi_open_6
bfi_open_7r,narq_17
bfi_open_7r,bfi_extra_7r
bfi_open_7r,bfi_agree_7
bfi_open_7r,narq_4
bfi_open_7r,asendorpf_shyness_1
bfi_open_7r,bfi_consc_6
bfi_open_7r,bfi_neuro_6r
bfi_open_7r,narq_13
bfi_open_7r,bfi_extra_8
bfi_open_7r,bfi_agree_8r
bfi_open_7r,narq_6
bfi_open_7r,bfi_consc_7
bfi_open_7r,bfi_neuro_7
bfi_open_7r,narq_7
bfi_open_7r,bfi_open_8
bfi_open_7r,narq_12
bfi_open_7r,bfi_open_9r
bfi_open_7r,bfi_agree_9
bfi_open_7r,narq_8
bfi_open_7r,bfi_consc_8r
bfi_open_7r,narq_9
bfi_open_7r,narq_10
bfi_open_7r,bfi_open_10
bfi_open_7r,pvd_infectability_2
bfi_open_7r,pvd_germ_aversion_4R
bfi_open_7r,spms_partner_1
bfi_open_7r,spms_partner_2
bfi_open_7r,spms_partner_3R
bfi_open_7r,satisfaction_sexual_intercourse
bfi_open_7r,satisfaction_single_life
bfi_open_7r,investment_potential_partner
bfi_open_7r,quantity_potential_partner
bfi_open_7r,relationship_importance
bfi_open_7r,relationship_importance_partner
bfi_open_7r,partner_attractiveness_longterm
bfi_open_7r,partner_attractiveness_shortterm
bfi_open_7r,partner_attractiveness_face
bfi_open_7r,partner_attractiveness_body
bfi_open_7r,attractiveness_warmth
bfi_open_7r,partner_attractiveness_trust
bfi_open_7r,partner_sexiness
bfi_open_7r,partner_strength
bfi_open_7r,partner_feel_safe
bfi_open_7r,spms_self_1
bfi_open_7r,spms_self_2
bfi_open_7r,spms_self_3R
bfi_open_7r,soi_r_desire_9
bfi_open_7r,soi_r_desire_7
bfi_open_7r,soi_r_desire_8
bfi_open_7r,relationship_problems
bfi_open_7r,relationship_satisfaction_overall
bfi_open_7r,relationship_conflict
bfi_open_7r,relationship_satisfaction_2
bfi_open_7r,relationship_satisfaction_3
bfi_open_7r,alternatives_1
bfi_open_7r,alternatives_2
bfi_open_7r,alternatives_3
bfi_open_7r,alternatives_4
bfi_open_7r,alternatives_5
bfi_open_7r,alternatives_6
bfi_open_7r,investment_1
bfi_open_7r,investment_2
bfi_open_7r,investment_3
bfi_open_7r,commitment_1
bfi_open_7r,commitment_2
bfi_open_7r,commitment_3
bfi_open_7r,communal_strength_1
bfi_open_7r,communal_strength_2R
bfi_open_7r,communal_strength_3
bfi_open_7r,communal_strength_4
bfi_open_7r,sexual_communal_strength_1
bfi_open_7r,sexual_communal_strength_2
bfi_open_7r,sexual_communal_strength_3
bfi_open_7r,ecr_avo_1R
bfi_open_7r,ecr_anx_1
bfi_open_7r,ecr_avo_2
bfi_open_7r,ecr_anx_2
bfi_open_7r,ecr_anx_3
bfi_open_7r,ecr_avo_3R
bfi_open_7r,ecr_avo_4
bfi_open_7r,ecr_anx_4R
bfi_open_7r,ecr_avo_5R
bfi_open_7r,ecr_anx_5
bfi_open_7r,ecr_avo_6
bfi_open_7r,ecr_anx_6
narq_13,bfi_open_1
narq_13,narq_5
narq_13,narq_3
narq_13,bfi_agree_2
narq_13,pvd_infectability_1
narq_13,bfi_consc_2r
narq_13,soi_r_attitude_6r
narq_13,asendorpf_shyness_4r
narq_13,bfi_neuro_2r
narq_13,bfi_open_2
narq_13,bfi_extra_1
narq_13,bfi_extra_3
narq_13,bfi_agree_3r
narq_13,soi_r_attitude_4
narq_13,narq_15
narq_13,bfi_consc_3
narq_13,soi_r_attitude_5
narq_13,narq_2
narq_13,asendorpf_shyness_2
narq_13,bfi_agree_1r
narq_13,bfi_consc_1
narq_13,narq_11
narq_13,bfi_neuro_1
narq_13,bfi_extra_2r
narq_13,bfi_neuro_3
narq_13,narq_18
narq_13,bfi_open_3
narq_13,asendorpf_shyness_5
narq_13,bfi_extra_4
narq_13,narq_16
narq_13,bfi_agree_4
narq_13,bfi_consc_9r
narq_13,bfi_neuro_4
narq_13,bfi_open_4
narq_13,bfi_extra_5r
narq_13,bfi_agree_5
narq_13,narq_1
narq_13,bfi_consc_4r
narq_13,bfi_neuro_5r
narq_13,bfi_open_5
narq_13,bfi_extra_6
narq_13,narq_14
narq_13,bfi_agree_6r
narq_13,bfi_consc_5
narq_13,asendorpf_shyness_3r
narq_13,pvd_germ_aversion_2
narq_13,pvd_germ_aversion_3R
narq_13,bfi_neuro_8
narq_13,pvd_infectability_3R
narq_13,pvd_germ_aversion_1
narq_13,feel_safe_walking_dark
narq_13,feel_safe_violent_crime
narq_13,feel_safe_sexual_assault
narq_13,feel_safe_theft
narq_13,bfi_open_6
narq_13,narq_17
narq_13,bfi_extra_7r
narq_13,bfi_agree_7
narq_13,narq_4
narq_13,asendorpf_shyness_1
narq_13,bfi_consc_6
narq_13,bfi_neuro_6r
narq_13,bfi_open_7r
narq_13,bfi_extra_8
narq_13,bfi_agree_8r
narq_13,narq_6
narq_13,bfi_consc_7
narq_13,bfi_neuro_7
narq_13,narq_7
narq_13,bfi_open_8
narq_13,narq_12
narq_13,bfi_open_9r
narq_13,bfi_agree_9
narq_13,narq_8
narq_13,bfi_consc_8r
narq_13,narq_9
narq_13,narq_10
narq_13,bfi_open_10
narq_13,pvd_infectability_2
narq_13,pvd_germ_aversion_4R
narq_13,spms_partner_1
narq_13,spms_partner_2
narq_13,spms_partner_3R
narq_13,satisfaction_sexual_intercourse
narq_13,satisfaction_single_life
narq_13,investment_potential_partner
narq_13,quantity_potential_partner
narq_13,relationship_importance
narq_13,relationship_importance_partner
narq_13,partner_attractiveness_longterm
narq_13,partner_attractiveness_shortterm
narq_13,partner_attractiveness_face
narq_13,partner_attractiveness_body
narq_13,attractiveness_warmth
narq_13,partner_attractiveness_trust
narq_13,partner_sexiness
narq_13,partner_strength
narq_13,partner_feel_safe
narq_13,spms_self_1
narq_13,spms_self_2
narq_13,spms_self_3R
narq_13,soi_r_desire_9
narq_13,soi_r_desire_7
narq_13,soi_r_desire_8
narq_13,relationship_problems
narq_13,relationship_satisfaction_overall
narq_13,relationship_conflict
narq_13,relationship_satisfaction_2
narq_13,relationship_satisfaction_3
narq_13,alternatives_1
narq_13,alternatives_2
narq_13,alternatives_3
narq_13,alternatives_4
narq_13,alternatives_5
narq_13,alternatives_6
narq_13,investment_1
narq_13,investment_2
narq_13,investment_3
narq_13,commitment_1
narq_13,commitment_2
narq_13,commitment_3
narq_13,communal_strength_1
narq_13,communal_strength_2R
narq_13,communal_strength_3
narq_13,communal_strength_4
narq_13,sexual_communal_strength_1
narq_13,sexual_communal_strength_2
narq_13,sexual_communal_strength_3
narq_13,ecr_avo_1R
narq_13,ecr_anx_1
narq_13,ecr_avo_2
narq_13,ecr_anx_2
narq_13,ecr_anx_3
narq_13,ecr_avo_3R
narq_13,ecr_avo_4
narq_13,ecr_anx_4R
narq_13,ecr_avo_5R
narq_13,ecr_anx_5
narq_13,ecr_avo_6
narq_13,ecr_anx_6
bfi_extra_8,bfi_open_1
bfi_extra_8,narq_5
bfi_extra_8,narq_3
bfi_extra_8,bfi_agree_2
bfi_extra_8,pvd_infectability_1
bfi_extra_8,bfi_consc_2r
bfi_extra_8,soi_r_attitude_6r
bfi_extra_8,asendorpf_shyness_4r
bfi_extra_8,bfi_neuro_2r
bfi_extra_8,bfi_open_2
bfi_extra_8,bfi_extra_1
bfi_extra_8,bfi_extra_3
bfi_extra_8,bfi_agree_3r
bfi_extra_8,soi_r_attitude_4
bfi_extra_8,narq_15
bfi_extra_8,bfi_consc_3
bfi_extra_8,soi_r_attitude_5
bfi_extra_8,narq_2
bfi_extra_8,asendorpf_shyness_2
bfi_extra_8,bfi_agree_1r
bfi_extra_8,bfi_consc_1
bfi_extra_8,narq_11
bfi_extra_8,bfi_neuro_1
