number,DOI
12991,10.1037/t79514-000
12992,10.1037/t48020-000
12993,10.1037/t25420-000
12994,10.1037/t02394-000
12995,10.1037/t10827-000
12996,10.1037/t80569-000
12997,10.1037/t17307-000
12998,10.1037/t53704-000
12999,10.1037/t17877-000
13000,10.1037/t00088-000
13001,10.1037/t63406-000
13002,10.1037/t42434-000
13003,10.1037/t09859-000
13004,10.1037/t77783-000
13005,10.1037/t81019-000
13006,10.1037/t37834-000
13007,10.1037/t46802-000
13008,10.1037/t21557-000
13009,10.1037/t13867-000
13010,10.1037/t25677-000
13011,10.1037/t59823-000
13012,10.1037/t28604-000
13013,10.1037/t34339-000
13014,10.1037/t64951-000
13015,10.1037/t00923-000
13016,10.1037/t75960-000
13017,10.1037/t61593-000
13018,10.1037/t52561-000
13019,10.1037/t43686-000
13020,10.1037/t22110-000
13021,10.1037/t63215-000
13022,10.1037/t10255-000
13023,10.1037/t27400-000
13024,10.1037/t44714-000
13025,10.1037/t50957-000
13026,10.1037/t66708-000
13027,10.1037/t67732-000
13028,10.1037/t07482-000
13029,10.1037/t57820-000
13030,10.1037/t26336-000
13031,10.1037/t31995-000
13032,10.1037/t19190-000
13033,10.1037/t40487-000
13034,10.1037/t87590-000
13035,10.1037/t76233-000
13036,10.1037/t78564-000
13037,10.1037/t50380-000
13038,10.1037/t50558-000
13039,10.1037/t79981-000
13040,10.1037/t55816-000
13041,10.1037/t72439-000
13042,10.1037/t69906-000
13043,10.1037/t60913-000
13044,10.1037/t72130-000
13045,10.1037/t00131-000
13046,10.1037/t09849-000
13047,10.1037/t44882-000
13048,10.1037/t76329-000
13049,10.1037/t14438-000
13050,10.1037/t04591-000
13051,10.1037/t29022-000
13052,10.1037/t11566-000
13053,10.1037/t06686-000
13054,10.1037/t12477-000
13055,10.1037/t07333-000
13056,10.1037/t00039-000
13057,10.1037/t17453-000
13058,10.1037/t15780-000
13059,10.1037/t48536-000
13060,10.1037/t74362-000
13061,10.1037/t09669-000
13062,10.1037/t42676-000
13063,10.1037/t81036-000
13064,10.1037/t21428-000
13065,10.1037/t01690-000
13066,10.1037/t02519-000
13067,10.1037/t13021-000
13068,10.1037/t23117-000
13069,10.1037/t80487-000
13070,10.1037/t18864-000
13071,10.1037/t35944-000
13072,10.1037/t76998-000
13073,10.1037/t26058-000
13074,10.1037/t15628-000
13075,10.1037/t85346-000
13076,10.1037/t61047-000
13077,10.1037/t00504-000
13078,10.1037/t21769-000
13079,10.1037/t33125-000
13080,10.1037/t29477-000
13081,10.1037/t15275-000
13082,10.1037/t73551-000
13083,10.1037/t09473-000
13084,10.1037/t14871-000
13085,10.1037/t59747-000
13086,10.1037/t27148-000
13087,10.1037/t14226-000
13088,10.1037/t36128-000
13089,10.1037/t67044-000
13090,10.1037/t53582-000
13091,10.1037/t66062-000
13092,10.1037/t39775-000
13093,10.1037/t42994-000
13094,10.1037/t68988-000
13095,10.1037/t24947-000
13096,10.1037/t35428-000
13097,10.1037/t59100-000
13098,10.1037/t72890-000
13099,10.1037/t44462-000
13100,10.1037/t77160-000
13101,10.1037/t22647-000
13102,10.1037/t08602-000
13103,10.1037/t64585-000
13104,10.1037/t23035-000
13105,10.1037/t48040-000
13106,10.1037/t76395-000
13107,10.1037/t34526-000
13108,10.1037/t31968-000
13109,10.1037/t63476-000
13110,10.1037/t10225-000
13111,10.1037/t34115-000
13112,10.1037/t17624-000
13113,10.1037/t17817-000
13114,10.1037/t16544-000
13115,10.1037/t40710-000
13116,10.1037/t08876-000
13117,10.1037/t62943-000
13118,10.1037/t38350-000
13119,10.1037/t48342-000
13120,10.1037/t65149-000
13121,10.1037/t00265-000
13122,10.1037/t23947-000
13123,10.1037/t83947-000
13124,10.1037/t13193-000
13125,10.1037/t24832-000
13126,10.1037/t63188-000
13127,10.1037/t23817-000
13128,10.1037/t57806-000
13129,10.1037/t21488-000
13130,10.1037/t70797-000
13131,10.1037/t33274-000
13132,10.1037/t83571-000
13133,10.1037/t73370-000
13134,10.1037/t27648-000
13135,10.1037/t69563-000
13136,10.1037/t36143-000
13137,10.1037/t70080-000
13138,10.1037/t03329-000
13139,10.1037/t62624-000
13140,10.1037/t12274-000
13141,10.1037/t41816-000
13142,10.1037/t03152-000
13143,10.1037/t00725-000
13144,10.1037/t37190-000
13145,10.1037/t03645-000
13146,10.1037/t21425-000
13147,10.1037/t66786-000
13148,10.1037/t19018-000
13149,10.1037/t79997-000
13150,10.1037/t81577-000
13151,10.1037/t67106-000
13152,10.1037/t21438-000
13153,10.1037/t00824-000
13154,10.1037/t09175-000
13155,10.1037/t65293-000
13156,10.1037/t33589-000
13157,10.1037/t54460-000
13158,10.1037/t73708-000
13159,10.1037/t25914-000
13160,10.1037/t12461-000
13161,10.1037/t41006-000
13162,10.1037/t05018-000
13163,10.1037/t26589-000
13164,10.1037/t31832-000
13165,10.1037/t71003-000
13166,10.1037/t35003-000
13167,10.1037/t45562-000
13168,10.1037/t55063-000
13169,10.1037/t71462-000
13170,10.1037/t15444-000
13171,10.1037/t22241-000
13172,10.1037/t16821-000
13173,10.1037/t28893-000
13174,10.1037/t82151-000
13175,10.1037/t75711-000
13176,10.1037/t79370-000
13177,10.1037/t60030-000
13178,10.1037/t25024-000
13179,10.1037/t40113-000
13180,10.1037/t78259-000
13181,10.1037/t45779-000
13182,10.1037/t23032-000
13183,10.1037/t24773-000
13184,10.1037/t77520-000
13185,10.1037/t76594-000
13186,10.1037/t67525-000
13187,10.1037/t81944-000
13188,10.1037/t22247-000
13189,10.1037/t25397-000
13190,10.1037/t25196-000
13191,10.1037/t45546-000
13192,10.1037/t65496-000
13193,10.1037/t01308-000
13194,10.1037/t85501-000
13195,10.1037/t65722-000
13196,10.1037/t42027-000
13197,10.1037/t40401-000
13198,10.1037/t25085-000
13199,10.1037/t01004-000
13200,10.1037/t82072-000
13201,10.1037/t04600-000
13202,10.1037/t83948-000
13203,10.1037/t82958-000
13204,10.1037/t30003-000
13205,10.1037/t85688-000
13206,10.1037/t72437-000
13207,10.1037/t48652-000
13208,10.1037/t01094-000
13209,10.1037/t87294-000
13210,10.1037/t41141-000
13211,10.1037/t07600-000
13212,10.1037/t69750-000
13213,10.1037/t43459-000
13214,10.1037/t40423-000
13215,10.1037/t84025-000
13216,10.1037/t72519-000
13217,10.1037/t17029-000
13218,10.1037/t61678-000
13219,10.1037/t79456-000
13220,10.1037/t71869-000
13221,10.1037/t62656-000
13222,10.1037/t23921-000
13223,10.1037/t64395-000
13224,10.1037/t81994-000
13225,10.1037/t14243-000
13226,10.1037/t23919-000
13227,10.1037/t17749-000
13228,10.1037/t38563-000
13229,10.1037/t09201-000
13230,10.1037/t28385-000
13231,10.1037/t82426-000
13232,10.1037/t13266-000
13233,10.1037/t38345-000
13234,10.1037/t66443-000
13235,10.1037/t32375-000
13236,10.1037/t17562-000
13237,10.1037/t62465-000
13238,10.1037/t17901-000
13239,10.1037/t62660-000
13240,10.1037/t13616-000
13241,10.1037/t69842-000
13242,10.1037/t33833-000
13243,10.1037/t70967-000
13244,10.1037/t40916-000
13245,10.1037/t83154-000
13246,10.1037/t79942-000
13247,10.1037/t00701-000
13248,10.1037/t32353-000
13249,10.1037/t32669-000
13250,10.1037/t72017-000
13251,10.1037/t50951-000
13252,10.1037/t23456-000
13253,10.1037/t59912-000
13254,10.1037/t25304-000
13255,10.1037/t08523-000
13256,10.1037/t19244-000
13257,10.1037/t59882-000
13258,10.1037/t65644-000
13259,10.1037/t73787-000
13260,10.1037/t21414-000
13261,10.1037/t62645-000
13262,10.1037/t03955-000
13263,10.1037/t34493-000
13264,10.1037/t47175-000
13265,10.1037/t06367-000
13266,10.1037/t40776-000
13267,10.1037/t65260-000
13268,10.1037/t45375-000
13269,10.1037/t42638-000
13270,10.1037/t22160-000
13271,10.1037/t86960-000
13272,10.1037/t64374-000
13273,10.1037/t32764-000
13274,10.1037/t33445-000
13275,10.1037/t79142-000
13276,10.1037/t28778-000
13277,10.1037/t00927-000
13278,10.1037/t18092-000
13279,10.1037/t50218-000
13280,10.1037/t65224-000
13281,10.1037/t19444-000
13282,10.1037/t81628-000
13283,10.1037/t22739-000
13284,10.1037/t24758-000
13285,10.1037/t69215-000
13286,10.1037/t19960-000
13287,10.1037/t84976-000
13288,10.1037/t18619-000
13289,10.1037/t26309-000
13290,10.1037/t24301-000
13291,10.1037/t81638-000
13292,10.1037/t75836-000
13293,10.1037/t00397-000
13294,10.1037/t69798-000
13295,10.1037/t09399-000
13296,10.1037/t14516-000
13297,10.1037/t61324-000
13298,10.1037/t65914-000
13299,10.1037/t87828-000
13300,10.1037/t39258-000
13301,10.1037/t76534-000
13302,10.1037/t05160-000
13303,10.1037/t27145-000
13304,10.1037/t76843-000
13305,10.1037/t75412-000
13306,10.1037/t10583-000
13307,10.1037/t02503-000
13308,10.1037/t45900-000
13309,10.1037/t81806-000
13310,10.1037/t03081-000
13311,10.1037/t34316-000
13312,10.1037/t26502-000
13313,10.1037/t38259-000
13314,10.1037/t66764-000
13315,10.1037/t21413-000
13316,10.1037/t22092-000
13317,10.1037/t43225-000
13318,10.1037/t79928-000
13319,10.1037/t58311-000
13320,10.1037/t82821-000
13321,10.1037/t24400-000
13322,10.1037/t01619-000
13323,10.1037/t08038-000
13324,10.1037/t79967-000
13325,10.1037/t14699-000
13326,10.1037/t21277-000
13327,10.1037/t83664-000
13328,10.1037/t58970-000
13329,10.1037/t79563-000
13330,10.1037/t85040-000
13331,10.1037/t09212-000
13332,10.1037/t19086-000
13333,10.1037/t13230-000
13334,10.1037/t84030-000
13335,10.1037/t63501-000
13336,10.1037/t39488-000
13337,10.1037/t85794-000
13338,10.1037/t04214-000
13339,10.1037/t82522-000
13340,10.1037/t05683-000
13341,10.1037/t25541-000
13342,10.1037/t29326-000
13343,10.1037/t74232-000
13344,10.1037/t12910-000
13345,10.1037/t29283-000
13346,10.1037/t15389-000
13347,10.1037/t16332-000
13348,10.1037/t29810-000
13349,10.1037/t30485-000
13350,10.1037/t13550-000
13351,10.1037/t01623-000
13352,10.1037/t12232-000
13353,10.1037/t12597-000
13354,10.1037/t03897-000
13355,10.1037/t15267-000
13356,10.1037/t16255-000
13357,10.1037/t19044-000
13358,10.1037/t30454-000
13359,10.1037/t75858-000
13360,10.1037/t01395-000
13361,10.1037/t54094-000
13362,10.1037/t03480-000
13363,10.1037/t15073-000
13364,10.1037/t84576-000
13365,10.1037/t56501-000
13366,10.1037/t67549-000
13367,10.1037/t15783-000
13368,10.1037/t16019-000
13369,10.1037/t21435-000
13370,10.1037/t50570-000
13371,10.1037/t67605-000
13372,10.1037/t73383-000
13373,10.1037/t25609-000
13374,10.1037/t27577-000
13375,10.1037/t63457-000
13376,10.1037/t63270-000
13377,10.1037/t06277-000
13378,10.1037/t03742-000
13379,10.1037/t15634-000
13380,10.1037/t10291-000
13381,10.1037/t23130-000
13382,10.1037/t39180-000
13383,10.1037/t04490-000
13384,10.1037/t17979-000
13385,10.1037/t56459-000
13386,10.1037/t21591-000
13387,10.1037/t72862-000
13388,10.1037/t81625-000
13389,10.1037/t67876-000
13390,10.1037/t82824-000
13391,10.1037/t18694-000
13392,10.1037/t30671-000
13393,10.1037/t05430-000
13394,10.1037/t18493-000
13395,10.1037/t65622-000
13396,10.1037/t78491-000
13397,10.1037/t84817-000
13398,10.1037/t23752-000
13399,10.1037/t83618-000
13400,10.1037/t43467-000
13401,10.1037/t09352-000
13402,10.1037/t41114-000
13403,10.1037/t41150-000
13404,10.1037/t03014-000
13405,10.1037/t23081-000
13406,10.1037/t27072-000
13407,10.1037/t14725-000
13408,10.1037/t23120-000
13409,10.1037/t43936-000
13410,10.1037/t54111-000
13411,10.1037/t37297-000
13412,10.1037/t07048-000
13413,10.1037/t59616-000
13414,10.1037/t10532-000
13415,10.1037/t60184-000
13416,10.1037/t15036-000
13417,10.1037/t29129-000
13418,10.1037/t22676-000
13419,10.1037/t68082-000
13420,10.1037/t11887-000
13421,10.1037/t33979-000
13422,10.1037/t25136-000
13423,10.1037/t68653-000
13424,10.1037/t26202-000
13425,10.1037/t40341-000
13426,10.1037/t61839-000
13427,10.1037/t22200-000
13428,10.1037/t79434-000
13429,10.1037/t00126-000
13430,10.1037/t26604-000
13431,10.1037/t19434-000
13432,10.1037/t26062-000
13433,10.1037/t44843-000
13434,10.1037/t62356-000
13435,10.1037/t11805-000
13436,10.1037/t18399-000
13437,10.1037/t12648-000
13438,10.1037/t75291-000
13439,10.1037/t23965-000
13440,10.1037/t06429-000
13441,10.1037/t71982-000
13442,10.1037/t42982-000
13443,10.1037/t33869-000
13444,10.1037/t26089-000
13445,10.1037/t11452-000
13446,10.1037/t79684-000
13447,10.1037/t16754-000
13448,10.1037/t10445-000
13449,10.1037/t50419-000
13450,10.1037/t62024-000
13451,10.1037/t23612-000
13452,10.1037/t36559-000
13453,10.1037/t38854-000
13454,10.1037/t73008-000
13455,10.1037/t01598-000
13456,10.1037/t61984-000
13457,10.1037/t71618-000
13458,10.1037/t16318-000
13459,10.1037/t66444-000
13460,10.1037/t74504-000
13461,10.1037/t24922-000
13462,10.1037/t02217-000
13463,10.1037/t24315-000
13464,10.1037/t49459-000
13465,10.1037/t08498-000
13466,10.1037/t84068-000
13467,10.1037/t87605-000
13468,10.1037/t85059-000
13469,10.1037/t45746-000
13470,10.1037/t25537-000
13471,10.1037/t09217-000
13472,10.1037/t60512-000
13473,10.1037/t85652-000
13474,10.1037/t84601-000
13475,10.1037/t55132-000
13476,10.1037/t59231-000
13477,10.1037/t84283-000
13478,10.1037/t00399-000
13479,10.1037/t03515-000
13480,10.1037/t03605-000
13481,10.1037/t81830-000
13482,10.1037/t38256-000
13483,10.1037/t38192-000
13484,10.1037/t22886-000
13485,10.1037/t16236-000
13486,10.1037/t20168-000
13487,10.1037/t84536-000
13488,10.1037/t83420-000
13489,10.1037/t10608-000
13490,10.1037/t23544-000
13491,10.1037/t16511-000
13492,10.1037/t17712-000
13493,10.1037/t17673-000
13494,10.1037/t41197-000
13495,10.1037/t87712-000
13496,10.1037/t13637-000
13497,10.1037/t25775-000
13498,10.1037/t66952-000
13499,10.1037/t13674-000
13500,10.1037/t48366-000
13501,10.1037/t21486-000
13502,10.1037/t05791-000
13503,10.1037/t25801-000
13504,10.1037/t26516-000
13505,10.1037/t25777-000
13506,10.1037/t41983-000
13507,10.1037/t02923-000
13508,10.1037/t00174-000
13509,10.1037/t01570-000
13510,10.1037/t21679-000
13511,10.1037/t07694-000
13512,10.1037/t33707-000
13513,10.1037/t66953-000
13514,10.1037/t55327-000
13515,10.1037/t26960-000
13516,10.1037/t31548-000
13517,10.1037/t12280-000
13518,10.1037/t21395-000
13519,10.1037/t34367-000
13520,10.1037/t33844-000
13521,10.1037/t19979-000
13522,10.1037/t00179-000
13523,10.1037/t57367-000
13524,10.1037/t00640-000
13525,10.1037/t27574-000
13526,10.1037/t15487-000
13527,10.1037/t25897-000
13528,10.1037/t63915-000
13529,10.1037/t84868-000
13530,10.1037/t64563-000
13531,10.1037/t11665-000
13532,10.1037/t75758-000
13533,10.1037/t45893-000
13534,10.1037/t25932-000
13535,10.1037/t12985-000
13536,10.1037/t39780-000
13537,10.1037/t03865-000
13538,10.1037/t23862-000
13539,10.1037/t04055-000
13540,10.1037/t37838-000
13541,10.1037/t80260-000
13542,10.1037/t42763-000
13543,10.1037/t70485-000
13544,10.1037/t38479-000
13545,10.1037/t58277-000
13546,10.1037/t53888-000
13547,10.1037/t32455-000
13548,10.1037/t07892-000
13549,10.1037/t12848-000
13550,10.1037/t58572-000
13551,10.1037/t23758-000
13552,10.1037/t31715-000
13553,10.1037/t74335-000
13554,10.1037/t20274-000
13555,10.1037/t26957-000
13556,10.1037/t50811-000
13557,10.1037/t42203-000
13558,10.1037/t79737-000
13559,10.1037/t15835-000
13560,10.1037/t43823-000
13561,10.1037/t18697-000
13562,10.1037/t05814-000
13563,10.1037/t78702-000
13564,10.1037/t65831-000
13565,10.1037/t14567-000
13566,10.1037/t78269-000
13567,10.1037/t57705-000
13568,10.1037/t05433-000
13569,10.1037/t18571-000
13570,10.1037/t26814-000
13571,10.1037/t31238-000
13572,10.1037/t12133-000
13573,10.1037/t17737-000
13574,10.1037/t05995-000
13575,10.1037/t64812-000
13576,10.1037/t12338-000
13577,10.1037/t67402-000
13578,10.1037/t51745-000
13579,10.1037/t49376-000
13580,10.1037/t58235-000
13581,10.1037/t34073-000
13582,10.1037/t20930-000
13583,10.1037/t35458-000
13584,10.1037/t85655-000
13585,10.1037/t23601-000
13586,10.1037/t82776-000
13587,10.1037/t49652-000
13588,10.1037/t22186-000
13589,10.1037/t39211-000
13590,10.1037/t59457-000
13591,10.1037/t06004-000
13592,10.1037/t78333-000
13593,10.1037/t04925-000
13594,10.1037/t68317-000
13595,10.1037/t64809-000
13596,10.1037/t05655-000
13597,10.1037/t08561-000
13598,10.1037/t84977-000
13599,10.1037/t22515-000
13600,10.1037/t60848-000
13601,10.1037/t16639-000
13602,10.1037/t78775-000
13603,10.1037/t11869-000
13604,10.1037/t83181-000
13605,10.1037/t30259-000
13606,10.1037/t70339-000
13607,10.1037/t72015-000
13608,10.1037/t27404-000
13609,10.1037/t15423-000
13610,10.1037/t26570-000
13611,10.1037/t12467-000
13612,10.1037/t04272-000
13613,10.1037/t43830-000
13614,10.1037/t70952-000
13615,10.1037/t70511-000
13616,10.1037/t70026-000
13617,10.1037/t78600-000
13618,10.1037/t00342-000
13619,10.1037/t10179-000
13620,10.1037/t12982-000
13621,10.1037/t74872-000
13622,10.1037/t10363-000
13623,10.1037/t13228-000
13624,10.1037/t61584-000
13625,10.1037/t46988-000
13626,10.1037/t08540-000
13627,10.1037/t06070-000
13628,10.1037/t75876-000
13629,10.1037/t75991-000
13630,10.1037/t04287-000
13631,10.1037/t64937-000
13632,10.1037/t41963-000
13633,10.1037/t19822-000
13634,10.1037/t62506-000
13635,10.1037/t79923-000
13636,10.1037/t17873-000
13637,10.1037/t02859-000
13638,10.1037/t31573-000
13639,10.1037/t78590-000
13640,10.1037/t50995-000
13641,10.1037/t15532-000
13642,10.1037/t32535-000
13643,10.1037/t42948-000
13644,10.1037/t33853-000
13645,10.1037/t78479-000
13646,10.1037/t17216-000
13647,10.1037/t63216-000
13648,10.1037/t30279-000
13649,10.1037/t49280-000
13650,10.1037/t26841-000
13651,10.1037/t61953-000
13652,10.1037/t74371-000
13653,10.1037/t35459-000
13654,10.1037/t36397-000
13655,10.1037/t05307-000
13656,10.1037/t66225-000
13657,10.1037/t74184-000
13658,10.1037/t24748-000
13659,10.1037/t51530-000
13660,10.1037/t27689-000
13661,10.1037/t00921-000
13662,10.1037/t37717-000
13663,10.1037/t12233-000
13664,10.1037/t24371-000
13665,10.1037/t47690-000
13666,10.1037/t03134-000
13667,10.1037/t46749-000
13668,10.1037/t49496-000
13669,10.1037/t39279-000
13670,10.1037/t74333-000
13671,10.1037/t75023-000
13672,10.1037/t18486-000
13673,10.1037/t15839-000
13674,10.1037/t18863-000
13675,10.1037/t83916-000
13676,10.1037/t34613-000
13677,10.1037/t03381-000
13678,10.1037/t76038-000
13679,10.1037/t47465-000
13680,10.1037/t18704-000
13681,10.1037/t00718-000
13682,10.1037/t08979-000
13683,10.1037/t37969-000
13684,10.1037/t03026-000
13685,10.1037/t11240-000
13686,10.1037/t39772-000
13687,10.1037/t27795-000
13688,10.1037/t31594-000
13689,10.1037/t63149-000
13690,10.1037/t24402-000
13691,10.1037/t27872-000
13692,10.1037/t28757-000
13693,10.1037/t18016-000
13694,10.1037/t12206-000
13695,10.1037/t25211-000
13696,10.1037/t36781-000
13697,10.1037/t00996-000
13698,10.1037/t00087-000
13699,10.1037/t23248-000
13700,10.1037/t32652-000
13701,10.1037/t79351-000
13702,10.1037/t64722-000
13703,10.1037/t35056-000
13704,10.1037/t37174-000
13705,10.1037/t11705-000
13706,10.1037/t08328-000
13707,10.1037/t41449-000
13708,10.1037/t15979-000
13709,10.1037/t84707-000
13710,10.1037/t25170-000
13711,10.1037/t81921-000
13712,10.1037/t36915-000
13713,10.1037/t08231-000
13714,10.1037/t81318-000
13715,10.1037/t42866-000
13716,10.1037/t18296-000
13717,10.1037/t32528-000
13718,10.1037/t10001-000
13719,10.1037/t54306-000
13720,10.1037/t21183-000
13721,10.1037/t54238-000
13722,10.1037/t23790-000
13723,10.1037/t32876-000
13724,10.1037/t10719-000
13725,10.1037/t83817-000
13726,10.1037/t33557-000
13727,10.1037/t29948-000
13728,10.1037/t43360-000
13729,10.1037/t12659-000
13730,10.1037/t19809-000
13731,10.1037/t16540-000
13732,10.1037/t01251-000
13733,10.1037/t16636-000
13734,10.1037/t36114-000
13735,10.1037/t15902-000
13736,10.1037/t80114-000
13737,10.1037/t68389-000
13738,10.1037/t30902-000
13739,10.1037/t01370-000
13740,10.1037/t63441-000
13741,10.1037/t60477-000
13742,10.1037/t37704-000
13743,10.1037/t60641-000
13744,10.1037/t15342-000
13745,10.1037/t38921-000
13746,10.1037/t73416-000
13747,10.1037/t51024-000
13748,10.1037/t83603-000
13749,10.1037/t41501-000
13750,10.1037/t33046-000
13751,10.1037/t02553-000
13752,10.1037/t34509-000
13753,10.1037/t50809-000
13754,10.1037/t17564-000
13755,10.1037/t48496-000
13756,10.1037/t64119-000
13757,10.1037/t40454-000
13758,10.1037/t52846-000
13759,10.1037/t50298-000
13760,10.1037/t50898-000
13761,10.1037/t63671-000
13762,10.1037/t76681-000
13763,10.1037/t28844-000
13764,10.1037/t37028-000
13765,10.1037/t09998-000
13766,10.1037/t36938-000
13767,10.1037/t20715-000
13768,10.1037/t23449-000
13769,10.1037/t09232-000
13770,10.1037/t21367-000
13771,10.1037/t25246-000
13772,10.1037/t36319-000
13773,10.1037/t11750-000
13774,10.1037/t80576-000
13775,10.1037/t18102-000
13776,10.1037/t38153-000
13777,10.1037/t71025-000
13778,10.1037/t26448-000
13779,10.1037/t32690-000
13780,10.1037/t85364-000
13781,10.1037/t42416-000
13782,10.1037/t36769-000
13783,10.1037/t75418-000
13784,10.1037/t65999-000
13785,10.1037/t32828-000
13786,10.1037/t20665-000
13787,10.1037/t18262-000
13788,10.1037/t10097-000
13789,10.1037/t68046-000
13790,10.1037/t02762-000
13791,10.1037/t33101-000
13792,10.1037/t02251-000
13793,10.1037/t74549-000
13794,10.1037/t78813-000
13795,10.1037/t11587-000
13796,10.1037/t66360-000
13797,10.1037/t00033-000
13798,10.1037/t71138-000
13799,10.1037/t78542-000
13800,10.1037/t60200-000
13801,10.1037/t00313-000
13802,10.1037/t85467-000
13803,10.1037/t83723-000
13804,10.1037/t68354-000
13805,10.1037/t27545-000
13806,10.1037/t25289-000
13807,10.1037/t41779-000
13808,10.1037/t47776-000
13809,10.1037/t82524-000
13810,10.1037/t45437-000
13811,10.1037/t34385-000
13812,10.1037/t74424-000
13813,10.1037/t46837-000
13814,10.1037/t25340-000
13815,10.1037/t50921-000
13816,10.1037/t58568-000
13817,10.1037/t69720-000
13818,10.1037/t13967-000
13819,10.1037/t24948-000
13820,10.1037/t25723-000
13821,10.1037/t66048-000
13822,10.1037/t24511-000
13823,10.1037/t19557-000
13824,10.1037/t62239-000
13825,10.1037/t44353-000
13826,10.1037/t59442-000
13827,10.1037/t61147-000
13828,10.1037/t38027-000
13829,10.1037/t76555-000
13830,10.1037/t40452-000
13831,10.1037/t37046-000
13832,10.1037/t09804-000
13833,10.1037/t08889-000
13834,10.1037/t18447-000
13835,10.1037/t12869-000
13836,10.1037/t36422-000
13837,10.1037/t21709-000
13838,10.1037/t62385-000
13839,10.1037/t09405-000
13840,10.1037/t60275-000
13841,10.1037/t14931-000
13842,10.1037/t01052-000
13843,10.1037/t61477-000
13844,10.1037/t18620-000
13845,10.1037/t12830-000
13846,10.1037/t10057-000
13847,10.1037/t48826-000
13848,10.1037/t13260-000
13849,10.1037/t17705-000
13850,10.1037/t29443-000
13851,10.1037/t32142-000
13852,10.1037/t60985-000
13853,10.1037/t53236-000
13854,10.1037/t76266-000
13855,10.1037/t28086-000
13856,10.1037/t34645-000
13857,10.1037/t20603-000
13858,10.1037/t06751-000
13859,10.1037/t32731-000
13860,10.1037/t41127-000
13861,10.1037/t26741-000
13862,10.1037/t35145-000
13863,10.1037/t63108-000
13864,10.1037/t42986-000
13865,10.1037/t13643-000
13866,10.1037/t11952-000
13867,10.1037/t16861-000
13868,10.1037/t23714-000
13869,10.1037/t42777-000
13870,10.1037/t26071-000
13871,10.1037/t14661-000
13872,10.1037/t01783-000
13873,10.1037/t30986-000
13874,10.1037/t28873-000
13875,10.1037/t24541-000
13876,10.1037/t04898-000
13877,10.1037/t00333-000
13878,10.1037/t68581-000
13879,10.1037/t12876-000
13880,10.1037/t53856-000
13881,10.1037/t07174-000
13882,10.1037/t20564-000
13883,10.1037/t85916-000
13884,10.1037/t48227-000
13885,10.1037/t13141-000
13886,10.1037/t03683-000
13887,10.1037/t13909-000
13888,10.1037/t20913-000
13889,10.1037/t41560-000
13890,10.1037/t83245-000
13891,10.1037/t80789-000
13892,10.1037/t80395-000
13893,10.1037/t62049-000
13894,10.1037/t61762-000
13895,10.1037/t17124-000
13896,10.1037/t18103-000
13897,10.1037/t74636-000
13898,10.1037/t07454-000
13899,10.1037/t25259-000
13900,10.1037/t43118-000
13901,10.1037/t01218-000
13902,10.1037/t18233-000
13903,10.1037/t32482-000
13904,10.1037/t65559-000
13905,10.1037/t20042-000
13906,10.1037/t80390-000
13907,10.1037/t26690-000
13908,10.1037/t27972-000
13909,10.1037/t32340-000
13910,10.1037/t07643-000
13911,10.1037/t41595-000
13912,10.1037/t25315-000
13913,10.1037/t23426-000
13914,10.1037/t57845-000
13915,10.1037/t09057-000
13916,10.1037/t14423-000
13917,10.1037/t32440-000
13918,10.1037/t29551-000
13919,10.1037/t21352-000
13920,10.1037/t64621-000
13921,10.1037/t19483-000
13922,10.1037/t20984-000
13923,10.1037/t58478-000
13924,10.1037/t30908-000
13925,10.1037/t72133-000
13926,10.1037/t15664-000
13927,10.1037/t34451-000
13928,10.1037/t09276-000
13929,10.1037/t38390-000
13930,10.1037/t38089-000
13931,10.1037/t16577-000
13932,10.1037/t40427-000
13933,10.1037/t13195-000
13934,10.1037/t09395-000
13935,10.1037/t75415-000
13936,10.1037/t23493-000
13937,10.1037/t47395-000
13938,10.1037/t71964-000
13939,10.1037/t27364-000
13940,10.1037/t21171-000
13941,10.1037/t75071-000
13942,10.1037/t21338-000
13943,10.1037/t07384-000
13944,10.1037/t72400-000
13945,10.1037/t36581-000
13946,10.1037/t11846-000
13947,10.1037/t10024-000
13948,10.1037/t33275-000
13949,10.1037/t72042-000
13950,10.1037/t56385-000
13951,10.1037/t36014-000
13952,10.1037/t61982-000
13953,10.1037/t82478-000
13954,10.1037/t82038-000
13955,10.1037/t23010-000
13956,10.1037/t00378-000
13957,10.1037/t80947-000
13958,10.1037/t42989-000
13959,10.1037/t18600-000
13960,10.1037/t86190-000
13961,10.1037/t51904-000
13962,10.1037/t32647-000
13963,10.1037/t62888-000
13964,10.1037/t25765-000
13965,10.1037/t49480-000
13966,10.1037/t26897-000
13967,10.1037/t18471-000
13968,10.1037/t25784-000
13969,10.1037/t86315-000
13970,10.1037/t45258-000
13971,10.1037/t62779-000
13972,10.1037/t22099-000
13973,10.1037/t62655-000
13974,10.1037/t40882-000
13975,10.1037/t41038-000
13976,10.1037/t08703-000
13977,10.1037/t27035-000
13978,10.1037/t22097-000
13979,10.1037/t34195-000
13980,10.1037/t19630-000
13981,10.1037/t34505-000
13982,10.1037/t24403-000
13983,10.1037/t66051-000
13984,10.1037/t74363-000
13985,10.1037/t61084-000
13986,10.1037/t58407-000
13987,10.1037/t84717-000
13988,10.1037/t18849-000
13989,10.1037/t74192-000
